road_id,hour,day_of_week,weather,is_holiday,road_capacity,road_length_km,historical_flow,avg_speed_kmh
2-5,11,Wednesday,fog,0,3200.0,4.0,123.5,47.55
2-5,2,Thursday,rain,0,3200.0,4.0,146.79,47.75
2-5,12,Saturday,fog,1,3200.0,4.0,100,49.08
2-5,17,Monday,rain,0,3200.0,4.0,100,41.87
2-5,18,Saturday,rain,1,3200.0,4.0,100,40.96
2-5,3,Friday,cloudy,0,3200.0,4.0,100,53.9
2-5,5,Sunday,fog,0,3200.0,4.0,100,53.01
2-5,19,Thursday,rain,0,3200.0,4.0,100,44.9
2-5,11,Monday,rain,0,3200.0,4.0,100,47.25
2-5,9,Sunday,fog,0,3200.0,4.0,100,42.0
2-5,5,Friday,fog,0,3200.0,4.0,100,52.98
2-5,18,Sunday,rain,1,3200.0,4.0,148.56,41.86
2-5,18,Saturday,rain,0,3200.0,4.0,100,43.26
2-5,20,Tuesday,cloudy,0,3200.0,4.0,100,52.19
2-5,11,Friday,rain,1,3200.0,4.0,122.58,50.72
2-5,1,Saturday,fog,0,3200.0,4.0,100,48.6
2-5,23,Sunday,clear,1,3200.0,4.0,100,54.16
2-5,18,Sunday,cloudy,1,3200.0,4.0,100,49.33
2-5,7,Monday,fog,0,3200.0,4.0,100,43.99
2-5,22,Thursday,fog,1,3200.0,4.0,100,51.58
2-5,11,Tuesday,fog,1,3200.0,4.0,100,50.8
2-5,0,Wednesday,fog,0,3200.0,4.0,100,50.11
2-5,13,Thursday,fog,0,3200.0,4.0,100,48.32
2-5,8,Monday,clear,0,3200.0,4.0,100,48.03
2-5,5,Monday,clear,0,3200.0,4.0,100,54.85
2-5,3,Monday,fog,0,3200.0,4.0,100,50.39
2-5,15,Saturday,clear,0,3200.0,4.0,100,47.76
2-5,7,Saturday,rain,1,3200.0,4.0,145.13,40.79
2-5,14,Sunday,fog,1,3200.0,4.0,100,48.53
2-5,12,Thursday,cloudy,0,3200.0,4.0,100,53.95
2-5,22,Sunday,clear,0,3200.0,4.0,117.75,53.12
2-5,20,Sunday,cloudy,1,3200.0,4.0,100,55.21
2-5,5,Tuesday,cloudy,0,3200.0,4.0,100,54.16
2-5,20,Thursday,rain,0,3200.0,4.0,100,51.04
2-5,1,Thursday,rain,0,3200.0,4.0,100,48.31
2-5,5,Tuesday,fog,0,3200.0,4.0,100,50.34
2-5,12,Wednesday,rain,0,3200.0,4.0,100,48.95
2-5,3,Tuesday,cloudy,0,3200.0,4.0,100,50.52
2-5,3,Thursday,fog,0,3200.0,4.0,100,47.86
2-5,22,Tuesday,fog,0,3200.0,4.0,100,47.32
2-5,15,Friday,rain,0,3200.0,4.0,100,43.83
2-5,5,Thursday,rain,0,3200.0,4.0,100,47.46
2-5,3,Sunday,fog,0,3200.0,4.0,144.06,49.43
2-5,3,Thursday,fog,0,3200.0,4.0,100,48.12
2-5,11,Thursday,clear,0,3200.0,4.0,100,51.35
2-5,14,Monday,fog,0,3200.0,4.0,100,49.11
3-5,7,Monday,clear,1,3500.0,6.1,100,45.38
3-5,11,Sunday,clear,1,3500.0,6.1,100,52.4
3-5,13,Monday,clear,0,3500.0,6.1,100,54.63
3-5,20,Sunday,clear,0,3500.0,6.1,100,54.52
3-5,21,Friday,cloudy,0,3500.0,6.1,100,55.2
3-5,5,Thursday,cloudy,1,3500.0,6.1,100,55.08
3-5,15,Tuesday,fog,0,3500.0,6.1,100,47.71
3-5,15,Monday,rain,0,3500.0,6.1,100,43.27
3-5,21,Thursday,cloudy,0,3500.0,6.1,100,52.0
3-5,20,Friday,rain,0,3500.0,6.1,100,49.5
3-5,1,Friday,clear,1,3500.0,6.1,100,56.84
3-5,2,Tuesday,fog,0,3500.0,6.1,100,48.92
3-5,20,Tuesday,fog,0,3500.0,6.1,100,51.5
3-5,15,Tuesday,rain,1,3500.0,6.1,100,44.32
3-5,22,Tuesday,clear,0,3500.0,6.1,100,51.41
3-5,2,Sunday,clear,0,3500.0,6.1,100,56.34
3-5,1,Monday,clear,0,3500.0,6.1,100,55.65
3-5,16,Saturday,rain,0,3500.0,6.1,100,42.35
3-5,1,Friday,rain,0,3500.0,6.1,100,48.85
3-5,13,Friday,clear,0,3500.0,6.1,100,55.39
3-5,2,Tuesday,rain,0,3500.0,6.1,100,45.38
3-5,10,Wednesday,rain,0,3500.0,6.1,100,40.43
3-5,5,Monday,cloudy,0,3500.0,6.1,100,55.41
3-5,15,Monday,fog,0,3500.0,6.1,100,46.28
3-5,14,Sunday,rain,0,3500.0,6.1,100,48.88
3-5,11,Thursday,cloudy,1,3500.0,6.1,100,55.25
3-5,0,Friday,cloudy,0,3500.0,6.1,100,54.81
3-5,15,Wednesday,fog,0,3500.0,6.1,100,44.92
3-5,3,Saturday,fog,0,3500.0,6.1,100,48.33
3-5,22,Tuesday,rain,0,3500.0,6.1,100,50.61
3-5,20,Monday,rain,0,3500.0,6.1,100,50.09
3-5,4,Monday,rain,1,3500.0,6.1,115.1,46.23
3-5,8,Monday,clear,0,3500.0,6.1,133.64,48.67
3-5,10,Saturday,clear,1,3500.0,6.1,100,50.56
3-5,8,Saturday,fog,0,3500.0,6.1,100,47.04
3-5,15,Saturday,cloudy,1,3500.0,6.1,142.37,46.77
3-5,17,Monday,rain,1,3500.0,6.1,108.86,42.05
3-5,23,Thursday,cloudy,0,3500.0,6.1,100,54.38
3-5,15,Tuesday,clear,0,3500.0,6.1,100,49.03
3-5,20,Wednesday,cloudy,0,3500.0,6.1,100,54.86
3-5,5,Thursday,rain,1,3500.0,6.1,100,48.16
3-5,12,Friday,fog,0,3500.0,6.1,100,50.89
3-5,16,Thursday,rain,0,3500.0,6.1,100,41.44
3-5,0,Wednesday,rain,1,3500.0,6.1,100,48.01
3-5,15,Wednesday,cloudy,1,3500.0,6.1,100,45.72
3-5,5,Thursday,fog,0,3500.0,6.1,100,48.77
3-5,22,Saturday,clear,0,3500.0,6.1,100,53.21
3-5,4,Thursday,rain,0,3500.0,6.1,100,49.92
3-5,4,Tuesday,cloudy,0,3500.0,6.1,100,52.59
3-5,17,Wednesday,rain,0,3500.0,6.1,117.29,41.23
3-5,2,Thursday,clear,0,3500.0,6.1,100,53.03
3-5,13,Friday,cloudy,1,3500.0,6.1,100,55.17
3-5,4,Friday,cloudy,0,3500.0,6.1,100,52.34
3-5,1,Sunday,fog,0,3500.0,6.1,100,49.94
3-5,20,Thursday,clear,0,3500.0,6.1,100,54.7
3-5,10,Sunday,clear,0,3500.0,6.1,100,45.41
3-5,11,Sunday,rain,1,3500.0,6.1,100,46.7
3-5,3,Saturday,fog,0,3500.0,6.1,100,52.75
3-5,13,Friday,cloudy,1,3500.0,6.1,100,56.0
3-5,5,Wednesday,clear,0,3500.0,6.1,100,54.28
3-5,16,Sunday,cloudy,0,3500.0,6.1,100,49.39
3-5,10,Monday,clear,0,3500.0,6.1,119.26,45.55
3-5,12,Monday,fog,0,3500.0,6.1,100,52.48
3-5,13,Saturday,cloudy,0,3500.0,6.1,100,55.32
3-5,22,Monday,rain,0,3500.0,6.1,100,48.29
3-5,19,Thursday,cloudy,0,3500.0,6.1,100,50.84
3-5,14,Sunday,clear,1,3500.0,6.1,100,56.23
3-5,15,Friday,clear,1,3500.0,6.1,100,51.47
3-5,0,Friday,rain,1,3500.0,6.1,100,45.29
3-5,7,Friday,rain,0,3500.0,6.1,100,41.04
3-5,0,Tuesday,rain,0,3500.0,6.1,100,49.92
3-5,13,Thursday,cloudy,0,3500.0,6.1,100,52.6
3-5,14,Thursday,rain,0,3500.0,6.1,100,50.28
3-5,11,Saturday,rain,0,3500.0,6.1,100,45.69
3-5,5,Sunday,fog,1,3500.0,6.1,100,50.94
3-5,12,Thursday,clear,0,3500.0,6.1,100,55.01
3-5,16,Saturday,fog,0,3500.0,6.1,100,47.35
3-5,8,Monday,cloudy,0,3500.0,6.1,100,45.33
3-5,12,Wednesday,rain,0,3500.0,6.1,118.84,45.28
3-5,3,Tuesday,cloudy,0,3500.0,6.1,100,56.17
3-5,20,Thursday,clear,0,3500.0,6.1,100,55.97
3-5,18,Friday,rain,1,3500.0,6.1,100,43.79
3-5,7,Saturday,rain,0,3500.0,6.1,100,41.6
3-5,16,Friday,rain,0,3500.0,6.1,100,44.91
3-5,20,Thursday,clear,1,3500.0,6.1,100,52.84
3-5,5,Wednesday,rain,0,3500.0,6.1,100,45.81
3-5,21,Monday,cloudy,0,3500.0,6.1,100,53.04
3-5,23,Thursday,rain,0,3500.0,6.1,114.8,50.14
3-5,11,Saturday,rain,1,3500.0,6.1,100,49.84
3-5,6,Tuesday,cloudy,0,3500.0,6.1,100,51.36
3-5,23,Wednesday,cloudy,0,3500.0,6.1,100,53.59
3-5,12,Thursday,fog,1,3500.0,6.1,119.65,47.53
3-5,19,Sunday,clear,0,3500.0,6.1,100,47.43
3-5,20,Saturday,rain,0,3500.0,6.1,100,45.4
3-5,15,Sunday,fog,1,3500.0,6.1,100,44.07
3-5,3,Tuesday,fog,1,3500.0,6.1,100,47.87
3-5,7,Wednesday,rain,0,3500.0,6.1,100,42.3
3-5,5,Saturday,cloudy,0,3500.0,6.1,100,56.08
3-5,14,Tuesday,fog,0,3500.0,6.1,100,53.23
3-5,11,Wednesday,cloudy,1,3500.0,6.1,100,55.07
3-5,12,Thursday,fog,1,3500.0,6.1,100,49.26
3-5,2,Saturday,clear,0,3500.0,6.1,100,54.17
3-5,16,Wednesday,fog,1,3500.0,6.1,100,44.77
3-5,14,Sunday,rain,0,3500.0,6.1,100,47.76
3-5,8,Saturday,clear,0,3500.0,6.1,100,50.41
3-5,5,Thursday,cloudy,1,3500.0,6.1,128.56,55.12
3-5,19,Wednesday,clear,0,3500.0,6.1,100,46.82
3-5,19,Monday,fog,0,3500.0,6.1,140.78,46.34
3-5,19,Tuesday,rain,0,3500.0,6.1,134.88,43.18
3-5,8,Thursday,rain,1,3500.0,6.1,134.49,39.07
3-5,7,Monday,clear,0,3500.0,6.1,100,48.07
3-5,13,Tuesday,clear,0,3500.0,6.1,142.63,56.94
3-5,8,Thursday,cloudy,0,3500.0,6.1,100,44.56
3-5,21,Thursday,clear,0,3500.0,6.1,100,54.23
3-5,23,Tuesday,rain,0,3500.0,6.1,100,51.09
3-5,22,Thursday,rain,0,3500.0,6.1,100,46.82
3-5,22,Thursday,clear,0,3500.0,6.1,100,55.89
3-5,8,Wednesday,cloudy,0,3500.0,6.1,100,47.45
3-5,14,Monday,cloudy,0,3500.0,6.1,100,52.49
3-5,16,Thursday,cloudy,1,3500.0,6.1,100,48.46
3-6,4,Wednesday,rain,0,2000.0,3.2,100,47.72
3-6,10,Tuesday,rain,1,2000.0,3.2,100,40.92
3-6,15,Thursday,clear,0,2000.0,3.2,100,51.48
3-6,9,Monday,rain,0,2000.0,3.2,100,41.48
3-6,9,Sunday,fog,0,2000.0,3.2,100,41.01
3-6,23,Sunday,cloudy,0,2000.0,3.2,100,51.04
3-6,13,Monday,rain,0,2000.0,3.2,129.74,44.65
3-6,9,Friday,clear,1,2000.0,3.2,100,47.84
3-6,14,Saturday,rain,0,2000.0,3.2,100,45.49
3-6,20,Tuesday,fog,0,2000.0,3.2,100,49.1
3-6,0,Monday,rain,0,2000.0,3.2,100,50.69
3-6,10,Saturday,rain,0,2000.0,3.2,100,43.49
3-6,7,Tuesday,rain,0,2000.0,3.2,100,41.34
3-6,12,Sunday,clear,0,2000.0,3.2,102.11,54.87
3-6,13,Thursday,fog,0,2000.0,3.2,100,49.44
3-6,13,Wednesday,clear,1,2000.0,3.2,100,53.91
3-6,18,Sunday,fog,0,2000.0,3.2,127.1,42.49
3-6,16,Monday,cloudy,0,2000.0,3.2,100,47.2
3-6,5,Thursday,fog,0,2000.0,3.2,100,48.63
3-6,2,Sunday,clear,0,2000.0,3.2,100,53.54
3-6,2,Friday,clear,0,2000.0,3.2,100,52.69
3-6,8,Tuesday,rain,0,2000.0,3.2,100,40.05
3-6,13,Friday,fog,0,2000.0,3.2,100,48.23
3-6,18,Sunday,fog,0,2000.0,3.2,133.31,43.02
3-6,8,Monday,rain,0,2000.0,3.2,100,44.48
3-6,21,Monday,rain,0,2000.0,3.2,100,47.81
3-6,2,Sunday,fog,0,2000.0,3.2,100,50.56
3-6,8,Wednesday,rain,0,2000.0,3.2,143.83,41.8
3-6,19,Sunday,cloudy,0,2000.0,3.2,100,50.47
3-6,21,Tuesday,rain,0,2000.0,3.2,100,49.81
3-6,7,Saturday,fog,0,2000.0,3.2,100,46.65
3-6,6,Sunday,clear,0,2000.0,3.2,100,55.12
3-6,9,Thursday,rain,0,2000.0,3.2,100,41.68
3-6,22,Sunday,fog,0,2000.0,3.2,118.62,52.44
3-6,16,Wednesday,clear,0,2000.0,3.2,124.68,45.72
3-6,20,Monday,cloudy,0,2000.0,3.2,100,52.44
3-6,2,Tuesday,fog,1,2000.0,3.2,100,47.59
3-6,12,Tuesday,clear,1,2000.0,3.2,100,52.15
3-6,22,Friday,rain,0,2000.0,3.2,100,47.26
3-6,7,Tuesday,clear,0,2000.0,3.2,125.18,45.95
3-6,18,Sunday,rain,0,2000.0,3.2,100,45.14
3-6,5,Tuesday,fog,0,2000.0,3.2,100,51.21
3-6,13,Monday,clear,1,2000.0,3.2,100,55.25
3-6,3,Saturday,rain,0,2000.0,3.2,100,49.34
3-6,0,Tuesday,rain,0,2000.0,3.2,100,48.14
3-6,7,Tuesday,clear,0,2000.0,3.2,100,48.9
3-6,21,Wednesday,rain,1,2000.0,3.2,100,47.37
3-6,17,Saturday,cloudy,1,2000.0,3.2,100,50.74
3-6,6,Saturday,cloudy,0,2000.0,3.2,119.91,51.7
3-6,9,Saturday,clear,1,2000.0,3.2,100,50.01
3-6,23,Wednesday,cloudy,1,2000.0,3.2,100,54.71
3-6,0,Tuesday,fog,0,2000.0,3.2,100,51.65
3-6,22,Sunday,rain,1,2000.0,3.2,100,46.07
3-6,10,Saturday,fog,0,2000.0,3.2,100,42.36
3-6,18,Thursday,rain,0,2000.0,3.2,100,42.4
3-6,2,Sunday,fog,1,2000.0,3.2,100,47.25
3-6,20,Wednesday,clear,0,2000.0,3.2,100,54.08
3-6,0,Thursday,clear,1,2000.0,3.2,100,55.99
3-6,19,Saturday,clear,0,2000.0,3.2,100,50.77
3-6,12,Thursday,cloudy,0,2000.0,3.2,100,51.1
3-6,6,Wednesday,fog,0,2000.0,3.2,100,51.17
3-6,11,Tuesday,clear,1,2000.0,3.2,100,53.89
3-6,14,Sunday,clear,1,2000.0,3.2,100,54.75
3-6,2,Friday,rain,0,2000.0,3.2,124.37,47.54
3-6,13,Thursday,rain,0,2000.0,3.2,100,50.13
3-6,1,Wednesday,rain,1,2000.0,3.2,100,47.78
3-6,10,Sunday,clear,0,2000.0,3.2,100,50.73
3-6,7,Thursday,clear,0,2000.0,3.2,100.77,46.26
3-6,2,Thursday,cloudy,0,2000.0,3.2,100,54.2
3-6,11,Monday,fog,0,2000.0,3.2,100,52.57
3-6,21,Thursday,clear,0,2000.0,3.2,100,56.06
3-6,17,Tuesday,fog,0,2000.0,3.2,100,45.8
3-6,22,Monday,rain,0,2000.0,3.2,100,44.75
3-6,1,Thursday,rain,0,2000.0,3.2,100,46.21
3-6,20,Friday,fog,1,2000.0,3.2,100,49.95
3-6,8,Monday,cloudy,1,2000.0,3.2,100,46.21
3-6,22,Tuesday,cloudy,0,2000.0,3.2,100,50.28
3-6,13,Sunday,fog,0,2000.0,3.2,100,47.41
3-6,9,Thursday,fog,0,2000.0,3.2,100,45.89
3-6,8,Thursday,cloudy,1,2000.0,3.2,102.97,43.96
3-6,8,Tuesday,fog,1,2000.0,3.2,100,43.0
3-6,4,Thursday,clear,0,2000.0,3.2,100,51.08
3-6,22,Wednesday,cloudy,0,2000.0,3.2,100,55.26
3-6,4,Tuesday,fog,1,2000.0,3.2,100,51.9
3-6,18,Thursday,cloudy,0,2000.0,3.2,100,48.29
3-6,15,Friday,clear,0,2000.0,3.2,100,49.95
3-6,23,Sunday,cloudy,0,2000.0,3.2,100,54.16
3-6,13,Thursday,clear,0,2000.0,3.2,100,50.76
3-6,19,Monday,clear,0,2000.0,3.2,100,47.72
3-6,14,Sunday,fog,0,2000.0,3.2,100,46.93
3-6,21,Tuesday,clear,0,2000.0,3.2,100,56.18
3-6,3,Tuesday,cloudy,0,2000.0,3.2,100,50.12
3-6,2,Monday,cloudy,0,2000.0,3.2,100,51.1
3-6,10,Sunday,cloudy,1,2000.0,3.2,100,44.58
3-6,15,Wednesday,fog,0,2000.0,3.2,147.35,41.44
3-6,5,Wednesday,fog,0,2000.0,3.2,147.06,47.55
3-6,20,Wednesday,clear,0,2000.0,3.2,100,55.25
3-6,4,Saturday,clear,1,2000.0,3.2,100,52.84
3-6,14,Tuesday,cloudy,0,2000.0,3.2,100,55.41
3-6,9,Saturday,fog,1,2000.0,3.2,100,41.01
3-6,13,Sunday,rain,0,2000.0,3.2,115.4,47.33
3-6,4,Saturday,cloudy,1,2000.0,3.2,105.33,54.7
3-6,6,Thursday,fog,1,2000.0,3.2,100,50.19
3-6,14,Friday,clear,0,2000.0,3.2,100,54.02
3-6,4,Saturday,cloudy,0,2000.0,3.2,100,50.61
3-6,5,Friday,rain,0,2000.0,3.2,130.31,46.85
3-6,6,Thursday,fog,0,2000.0,3.2,100,51.6
3-6,5,Wednesday,rain,0,2000.0,3.2,100,49.17
3-6,21,Tuesday,rain,0,2000.0,3.2,100,50.08
3-6,13,Sunday,clear,0,2000.0,3.2,100,55.04
3-6,17,Tuesday,cloudy,0,2000.0,3.2,100,46.06
3-6,10,Wednesday,fog,0,2000.0,3.2,100,42.69
3-6,1,Sunday,clear,1,2000.0,3.2,110.8,55.26
3-6,19,Friday,fog,0,2000.0,3.2,100,46.1
3-6,11,Sunday,cloudy,0,2000.0,3.2,100,51.71
3-6,2,Friday,rain,0,2000.0,3.2,126.26,48.91
3-6,21,Tuesday,clear,0,2000.0,3.2,100,53.36
3-6,11,Thursday,fog,0,2000.0,3.2,100,49.03
3-6,14,Tuesday,fog,0,2000.0,3.2,104.22,48.59
3-6,14,Sunday,cloudy,0,2000.0,3.2,100,54.5
3-9,16,Monday,fog,0,2600.0,4.5,100,45.86
3-9,2,Sunday,clear,0,2600.0,4.5,100,52.15
3-9,12,Wednesday,cloudy,0,2600.0,4.5,100,54.47
3-9,5,Thursday,clear,0,2600.0,4.5,100,53.47
3-9,0,Tuesday,rain,0,2600.0,4.5,109.28,50.07
3-9,15,Wednesday,rain,0,2600.0,4.5,100,40.33
3-9,8,Monday,rain,0,2600.0,4.5,100,44.81
3-9,1,Wednesday,rain,0,2600.0,4.5,100,50.56
3-9,10,Sunday,fog,0,2600.0,4.5,100,42.79
3-9,21,Sunday,clear,0,2600.0,4.5,100,53.65
3-9,5,Thursday,cloudy,0,2600.0,4.5,100,54.04
3-9,15,Sunday,cloudy,1,2600.0,4.5,100,50.25
3-9,17,Tuesday,clear,0,2600.0,4.5,121.25,48.91
3-9,4,Monday,clear,0,2600.0,4.5,100,53.93
3-9,17,Thursday,clear,0,2600.0,4.5,100,49.16
3-9,21,Thursday,clear,0,2600.0,4.5,100,53.26
3-9,17,Thursday,clear,0,2600.0,4.5,100,50.16
3-9,5,Sunday,clear,1,2600.0,4.5,100,55.12
3-9,7,Thursday,clear,1,2600.0,4.5,100,46.27
3-9,9,Monday,clear,0,2600.0,4.5,100,47.28
3-9,22,Saturday,fog,0,2600.0,4.5,100,47.1
3-9,6,Saturday,fog,1,2600.0,4.5,107.72,51.82
3-9,18,Friday,cloudy,1,2600.0,4.5,116.26,46.59
3-9,22,Monday,rain,0,2600.0,4.5,136.21,46.79
3-9,6,Thursday,fog,1,2600.0,4.5,120.49,47.31
3-9,15,Wednesday,rain,1,2600.0,4.5,100,43.04
3-9,14,Tuesday,rain,0,2600.0,4.5,109.01,50.25
3-9,8,Friday,fog,0,2600.0,4.5,100,42.41
3-9,7,Tuesday,cloudy,0,2600.0,4.5,100,46.89
3-9,19,Saturday,fog,0,2600.0,4.5,100,44.83
3-9,9,Wednesday,fog,0,2600.0,4.5,100,41.75
3-9,22,Thursday,rain,0,2600.0,4.5,100,46.28
3-9,3,Monday,clear,1,2600.0,4.5,100,54.72
3-9,6,Friday,cloudy,0,2600.0,4.5,100,50.97
3-9,13,Sunday,rain,0,2600.0,4.5,101.23,47.99
3-9,9,Saturday,rain,0,2600.0,4.5,100,43.9
3-9,11,Thursday,fog,1,2600.0,4.5,100,48.74
3-9,23,Monday,clear,1,2600.0,4.5,100,55.94
3-9,1,Sunday,rain,0,2600.0,4.5,100,48.9
3-9,10,Wednesday,clear,0,2600.0,4.5,123.14,47.22
3-9,6,Friday,clear,1,2600.0,4.5,100,55.2
3-9,18,Sunday,cloudy,0,2600.0,4.5,100,51.02
3-9,0,Thursday,cloudy,1,2600.0,4.5,100,54.27
3-9,13,Friday,fog,0,2600.0,4.5,100,48.41
3-9,6,Friday,clear,0,2600.0,4.5,100,56.14
3-9,20,Friday,clear,1,2600.0,4.5,100,54.91
3-9,2,Wednesday,rain,1,2600.0,4.5,112.9,46.27
3-9,12,Sunday,clear,0,2600.0,4.5,100,52.07
3-9,9,Monday,clear,0,2600.0,4.5,100,50.96
3-9,14,Sunday,fog,0,2600.0,4.5,113.73,47.86
3-9,3,Thursday,cloudy,0,2600.0,4.5,114.67,55.28
3-9,10,Sunday,rain,0,2600.0,4.5,146.04,39.75
3-9,21,Saturday,clear,0,2600.0,4.5,100,53.83
3-9,5,Tuesday,fog,0,2600.0,4.5,100,52.53
3-9,2,Monday,fog,0,2600.0,4.5,143.24,48.48
3-9,12,Wednesday,cloudy,0,2600.0,4.5,100,55.54
3-9,11,Sunday,fog,1,2600.0,4.5,105.19,47.25
3-9,3,Saturday,fog,0,2600.0,4.5,100,48.98
3-9,6,Saturday,fog,0,2600.0,4.5,100,52.83
3-9,19,Sunday,clear,0,2600.0,4.5,100,49.43
3-9,3,Wednesday,clear,1,2600.0,4.5,100,51.72
3-9,14,Saturday,fog,0,2600.0,4.5,100,51.68
3-9,2,Friday,fog,0,2600.0,4.5,100,47.6
3-9,7,Wednesday,cloudy,0,2600.0,4.5,100,47.57
3-9,11,Monday,fog,1,2600.0,4.5,100,47.74
3-9,6,Thursday,cloudy,0,2600.0,4.5,100,50.07
3-9,5,Saturday,cloudy,0,2600.0,4.5,100,53.38
3-9,20,Monday,rain,0,2600.0,4.5,100,50.73
3-9,11,Saturday,cloudy,1,2600.0,4.5,100,52.73
3-9,18,Friday,fog,0,2600.0,4.5,100,43.4
3-9,22,Sunday,rain,0,2600.0,4.5,143.72,45.03
3-9,4,Saturday,clear,0,2600.0,4.5,100,52.26
3-9,3,Tuesday,clear,0,2600.0,4.5,100,52.48
3-9,14,Friday,rain,0,2600.0,4.5,100,48.6
3-9,17,Thursday,rain,0,2600.0,4.5,100,44.24
3-9,14,Monday,rain,1,2600.0,4.5,100,46.6
3-9,6,Saturday,clear,0,2600.0,4.5,149.12,52.56
3-9,15,Thursday,rain,1,2600.0,4.5,100,42.92
3-9,12,Tuesday,clear,0,2600.0,4.5,100,53.46
3-9,12,Friday,fog,0,2600.0,4.5,100,51.9
3-9,20,Thursday,rain,0,2600.0,4.5,121.91,46.64
3-9,19,Tuesday,rain,1,2600.0,4.5,100,41.5
3-9,8,Monday,cloudy,0,2600.0,4.5,100,44.43
3-9,19,Wednesday,cloudy,0,2600.0,4.5,100,46.88
3-9,15,Saturday,clear,0,2600.0,4.5,100,47.19
3-9,5,Monday,clear,0,2600.0,4.5,100,51.92
3-9,14,Tuesday,cloudy,0,2600.0,4.5,100,51.79
3-9,23,Sunday,rain,0,2600.0,4.5,100,50.68
3-9,15,Friday,fog,0,2600.0,4.5,100,42.08
3-9,1,Sunday,clear,1,2600.0,4.5,100,51.46
3-9,20,Monday,clear,0,2600.0,4.5,100,55.88
3-9,4,Thursday,fog,0,2600.0,4.5,100,48.97
3-9,16,Thursday,rain,0,2600.0,4.5,100,44.49
3-9,16,Wednesday,rain,0,2600.0,4.5,100,40.92
3-9,15,Saturday,clear,1,2600.0,4.5,106.58,48.11
3-9,7,Sunday,fog,0,2600.0,4.5,116.23,42.24
3-9,10,Friday,cloudy,0,2600.0,4.5,100,48.28
3-9,17,Monday,clear,1,2600.0,4.5,100,51.33
3-9,18,Saturday,clear,0,2600.0,4.5,100,49.53
3-9,2,Monday,clear,0,2600.0,4.5,100,53.7
3-9,10,Wednesday,cloudy,0,2600.0,4.5,100,48.44
3-9,17,Sunday,clear,1,2600.0,4.5,100,48.69
3-9,7,Thursday,cloudy,0,2600.0,4.5,100,44.88
3-9,2,Friday,cloudy,0,2600.0,4.5,117.89,51.52
3-9,1,Tuesday,rain,0,2600.0,4.5,126.73,45.77
3-9,4,Thursday,clear,0,2600.0,4.5,100,52.83
3-9,7,Saturday,fog,0,2600.0,4.5,100,45.71
3-9,7,Thursday,fog,1,2600.0,4.5,100,44.29
3-9,18,Monday,cloudy,1,2600.0,4.5,133.39,48.49
3-9,0,Wednesday,clear,0,2600.0,4.5,146.26,55.47
3-9,10,Saturday,cloudy,0,2600.0,4.5,100,47.64
3-9,20,Tuesday,clear,0,2600.0,4.5,100,52.99
3-9,20,Wednesday,cloudy,0,2600.0,4.5,100,50.36
3-9,6,Wednesday,fog,0,2600.0,4.5,100,52.95
3-9,18,Sunday,rain,0,2600.0,4.5,100,41.79
3-9,18,Wednesday,rain,0,2600.0,4.5,100,42.82
3-9,8,Friday,fog,0,2600.0,4.5,100,41.06
3-9,16,Sunday,rain,0,2600.0,4.5,100,42.12
3-9,16,Saturday,rain,0,2600.0,4.5,120.72,45.68
3-9,8,Friday,cloudy,0,2600.0,4.5,100,46.5
3-10,21,Thursday,rain,0,2400.0,3.8,100,50.4
3-10,21,Sunday,clear,0,2400.0,3.8,100,54.84
3-10,10,Wednesday,fog,0,2400.0,3.8,100,42.25
3-10,13,Wednesday,fog,0,2400.0,3.8,100,47.61
3-10,7,Saturday,cloudy,0,2400.0,3.8,100,49.95
3-10,8,Saturday,rain,0,2400.0,3.8,100,40.58
3-10,2,Tuesday,cloudy,0,2400.0,3.8,100,51.42
3-10,18,Sunday,clear,0,2400.0,3.8,100,47.55
3-10,8,Friday,cloudy,0,2400.0,3.8,100,46.38
3-10,16,Sunday,rain,0,2400.0,3.8,100,42.26
3-10,23,Saturday,clear,0,2400.0,3.8,100,52.34
3-10,8,Saturday,fog,0,2400.0,3.8,100,43.09
3-10,12,Monday,rain,1,2400.0,3.8,100,46.71
3-10,11,Sunday,clear,0,2400.0,3.8,100,53.25
3-10,20,Friday,fog,0,2400.0,3.8,138.29,51.43
3-10,23,Saturday,cloudy,0,2400.0,3.8,137.51,54.71
3-10,11,Saturday,rain,0,2400.0,3.8,100,47.43
3-10,9,Wednesday,clear,0,2400.0,3.8,100,45.43
3-10,8,Monday,cloudy,1,2400.0,3.8,100,48.04
3-10,21,Thursday,clear,0,2400.0,3.8,100,56.03
3-10,23,Friday,fog,0,2400.0,3.8,100,49.4
3-10,21,Thursday,rain,0,2400.0,3.8,100,45.57
3-10,21,Thursday,rain,0,2400.0,3.8,100,45.1
3-10,19,Wednesday,cloudy,0,2400.0,3.8,100,48.98
3-10,20,Monday,clear,0,2400.0,3.8,100,56.88
3-10,4,Tuesday,clear,0,2400.0,3.8,100,51.86
3-10,3,Thursday,clear,1,2400.0,3.8,100,53.9
3-10,11,Wednesday,cloudy,0,2400.0,3.8,100,53.9
3-10,14,Saturday,rain,0,2400.0,3.8,100,45.49
3-10,20,Monday,clear,0,2400.0,3.8,100,53.33
3-10,22,Wednesday,fog,0,2400.0,3.8,100,49.74
3-10,0,Tuesday,clear,0,2400.0,3.8,100,54.59
3-10,4,Sunday,rain,1,2400.0,3.8,100,45.24
